title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
The Duff;2015;PG-13;98 min;['Comedy', 'Romance', 'Teen'];June 2, 2022;6.6/10;A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.
The Orville;2017;TV-14;3 Seasons;['Comedy', 'Science Fiction'];June 2, 2022;8.0/10;From Emmy Award-winning executive producer and creator Seth MacFarlane, THE ORVILLE is a live-action, one-hour space adventure series set 400 years in the future that follows The Orville, a mid-level exploratory spaceship. Its crew, both human and alien, face the wonders and dangers of outer space, while also dealing with the familiar, often humorous problems of everyday life.
30 Minutes or Less;2011;R;82 min;['Action', 'Adventure', 'Comedy'];June 1, 2022;;In 30 Minutes or Less, a small town pizza delivery guy is kidnapped and forced to rob a bank in mere hours by two wanna-be criminal masterminds.
Alien;1979;TV-MA;117 min;['Horror', 'Science Fiction'];June 1, 2022;;In deep space, the crew of the commercial starship Nostromo is awakened from their cryo-sleep capsules halfway through their journey home to investigate a distress call from an alien vessel.
Alien 3;1992;TV-14;115 min;['Horror', 'Science Fiction'];June 1, 2022;;Sigourney Weaver battles another alien predator after her spacecraft crash-lands on a remote prison planet.
Alien Resurrection;1997;TV-MA;109 min;['Action', 'Adventure', 'Horror'];June 1, 2022;;The fourth 'Alien' film resurrects the late Ripley when her DNA clone is created to hatch both a nasty plot and a batch of alien offspring.
Aliens;1986;R;137 min;['Action', 'Adventure', 'Horror'];June 1, 2022;;James Cameron's knockout sequel to 'Alien' finds Sigourney Weaver off to save a space colony on the planet where the first alien reigned.
Aliens vs. Predator: Requiem;2007;R;94 min;['Action', 'Adventure', 'Horror'];June 1, 2022;;The two species of extraterrestrial beasties bring their war to Earth in this spectacular sequel. Steven Pasquale, Reiko Aylesworth.
An Education;2009;PG-13;100 min;['Drama', 'International'];June 1, 2022;;Three time Academy Award® Nominated Film. A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.
AVP: Alien vs. Predator;2004;PG-13;100 min;['Action', 'Horror', 'Science Fiction'];June 1, 2022;;During an archaeological mission on Bouvetøya Island in Antarctica, a team of scientists find themselves caught up in a battle between the two legendary creatures. They realize that only one species can win.
Bewitched;2005;TV-14;86 min;['Comedy', 'Romance'];June 1, 2022;;"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched."""
Bridesmaids;2011;TV-MA;107 min;['Comedy'];June 1, 2022;;From the producer of Knocked Up, Bridesmaids takes Maid of Honor, Annie (Kristen Wiig), and four wild bridesmaids on a hilarious ride to their friend's wedding.
Burn After Reading;2008;R;96 min;['Comedy', 'Drama'];June 1, 2022;;A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.
Cabin Fever;2002;R;92 min;['Horror'];June 1, 2022;;Five college friends head off to the woods for a weekend of drinking, partying and fooling around. But as they sit at their campfire the first night, a blood-soaked hermit approaches them.
Compadres;2016;R;102 min;['Action', 'Comedy'];June 1, 2022;;A Mexican cop and a teenaged American computer hacker join forces to bring a crime boss to justice in this action-comedy filled with high-octane thrills and outrageous laughs.
Corky Romano;2001;PG-13;86 min;['Comedy'];June 1, 2022;;Chris Kattan is a good-hearted screwball whose gangster-dad gets him into the FBI – in order to find out what kind of dirt they have on him.
Country Strong;2010;PG-13;117 min;['Drama', 'Romance'];June 1, 2022;;A drama centered on a rising country-music songwriter (Hedlund) who sparks with a fallen star (Paltrow). Together, they mount his ascent and her comeback, which leads to romantic complications involving her husband/manager (McGraw) and a beauty queen-turned-singer (Meester).
Dancing With Myself;2022;TV-PG;1 Season;['Lifestyle & Culture', 'Reality'];June 1, 2022;;Everyday people compete each week in a series of high-energy dance challenges designed and demonstrated by the show's celebrity creators: Shakira, Liza Koshy, Shaquille O'Neal and host Camille Kostek.
Dead Poets Society;1989;PG;129 min;['Drama'];June 1, 2022;8.0/10;Robin Williams shines as an inspiring teacher who lights a fire in his students at a rigorous Vermont prep school.
Dick;1999;PG-13;95 min;['Comedy'];June 1, 2022;;High school students Betsy Jobs (Kirsten Dunst) and Arlene Lorenzo (Michelle Williams) wander off during a class trip to the White House and meet President Nixon (Dan Hedaya). They end up becoming the official walkers of his dog, Checkers, and the secret advisors to Tricky Dick during the Watergatescandals.
Die Hard;1988;R;132 min;['Action', 'Adventure', 'Thriller'];June 1, 2022;;Super cop Bruce Willis battles terrorists inside a Los Angeles skyscraper in this action classic.
Die Hard With a Vengeance;1995;R;129 min;['Action', 'Adventure', 'Drama'];June 1, 2022;;Rogue cop Bruce Willis plays a deadly game of hide and seek with a mad bomber who is hiding explosives all over New York City.
Disturbing the Peace;2020;R;91 min;['Action', 'Adventure', 'Thriller'];June 1, 2022;;A small-town marshal must do battle with a gang of outlaw bikers that has invaded the town to pull off a violent heist.
Freddy Got Fingered;2001;R;87 min;['Comedy'];June 1, 2022;;A man is forced to move back in with his parent's and then refuses to leave.
Get Low;2010;PG-13;102 min;['Comedy', 'Drama'];June 1, 2022;;Based on a true story of Felix Breazeale, a Tennessee recluse, who planned his own funeral while he was still alive so he could enjoy it.
Get Low - Trailer;2010;PG-13;0 min;['Comedy'];June 1, 2022;;Based on a true story of Felix Breazeale, a Tennessee recluse, who planned his own funeral while he was still alive so he could enjoy it.
Glee;2009;TV-14;6 Seasons;['Drama', 'Music', 'Teen'];June 1, 2022;;A group of ambitious and talented kids find strength, acceptance and, ultimately, their voices in this uplifting musical comedy.
Go for It!;2011;PG-13;91 min;['Drama', 'Latino', 'Music'];June 1, 2022;;A Latina student tries to juggle her studies and home life with her passion for hip-hop dancing in Chicago's underground dance clubs.
Gridiron Gang;2006;PG-13;125 min;['Action', 'Adventure', 'Crime'];June 1, 2022;;Based on a true story: searching for a way to change the lives of teenage gang-bangers, a detention center counselor decides - against all odds - to teach them football.
Happy Feet;2006;TV-PG;101 min;['Action', 'Adventure', 'Comedy'];June 1, 2022;;An emperor penguin expresses himself through tap-dancing.
Happy Feet Two;2011;PG;100 min;['Adventure', 'Comedy', 'Family'];June 1, 2022;;Tap-dancing penguin Mumble is now a daddy...and he's got an equally unique (and talented) son to help in this fun-filled family sequel.
Hello Again;1987;PG;96 min;['Comedy', 'Science Fiction'];June 1, 2022;;Klutzy Long Island housewife Shelley Long accidentally chokes to death on a chicken bone – until her sister brings her back to life.
In the Line of Fire;1993;R;129 min;['Action', 'Adventure', 'Crime'];June 1, 2022;;A Secret Service agent must stop an assassin from killing the president.
Martha Marcy May Marlene;2011;R;102 min;['Drama', 'Thriller'];June 1, 2022;;A young woman struggles with the effects of cult brainwashing in this chilling psychological thriller.
Masterminds;2016;TV-MA;95 min;['Action', 'Adventure', 'Comedy'];June 1, 2022;;A guard at the Loomis Fargo armored car company, having fallen in love with his co-worker, is convinced to join in a far-fetched plan to commit one of the biggest bank heists in American history. Based on the actual October 1997 robbery.
Muppets from Space;1999;G;88 min;['Comedy', 'Family', 'Kids'];June 1, 2022;;Gonzo discovers that his family members are aliens from a distant planet.
New Year's Eve;2011;PG-13;118 min;['Comedy', 'Drama', 'Romance'];June 1, 2022;;The stories of a group of disparate characters intertwine on New Year's Eve in New York City in this romantic drama.
Nutty Professor II: The Klumps;2000;PG-13;107 min;['Black Stories', 'Comedy', 'Drama'];June 1, 2022;;Portly scientist Eddie Murphy stands on the brink of love and success...if his skinny alter-ego doesn't get the best of him first!
Pineapple Express;2008;R;112 min;['Action', 'Adventure', 'Comedy'];June 1, 2022;;A lazy stoner must run for his life, pursued by an evil drug lord.
Planet of the Apes;2001;PG-13;120 min;['Action', 'Adventure', 'Drama'];June 1, 2022;;Tim Burton's eye-popping remake of the 1968 cult classic stars Mark Wahlberg as an astronaut who lands on a planet ruled by apes.
Predator;1987;R;107 min;['Action', 'Adventure', 'Science Fiction'];June 1, 2022;;It's muscles vs. monster when Arnold Schwarzenegger takes on a murderous space alien in the jungles of Central America.
Predator 2;1990;R;109 min;['Action', 'Science Fiction'];June 1, 2022;;L.A. is in the middle of a brutal gang war, the streets are a war zone - but now there's a third party involved in the bloodshed. It's not human, and its weaponry is definitely alien!
Prometheus;2012;TV-MA;120 min;['Adventure', 'Mystery', 'Science Fiction'];June 1, 2022;;A team of explorers believe they have discovered a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe.
Push;2009;TV-14;107 min;['Action', 'Adventure', 'Science Fiction'];June 1, 2022;;Two young Americans with special abilities must race to find a girl in Hong Kong before a shadowy government organization called Division does.
Reign of Fire;2002;PG-13;102 min;['Action', 'Adventure'];June 1, 2022;;Matthew McConaughey and Christian Bale lead a last-ditch fight against the ultimate threat to humanity: fire-breathing dragons!
Results;2015;R;105 min;['Comedy', 'Romance'];June 1, 2022;5.2/10;Personal trainers (Cobie Smulders and Guy Pearce) are tasked with getting a newly wealthy and highly unmotivated client (Kevin Corrigan) into shape in this smart and funny comedy about love and fitness.
Robots;2005;PG;90 min;['Comedy', 'Family', 'Kids'];June 1, 2022;;A young robot with dreams of becoming an inventor must take on a corrupt corporate monolith in this dazzling animated picture.
RV;2006;PG;99 min;['Comedy', 'Family', 'Kids'];June 1, 2022;;An overworked man abruptly loads his family into an RV en route to Colorado, hoping they won't discover he is actually going there to attend a business meeting.
Slumdog Millionaire;2008;R;121 min;['Drama', 'International', 'Romance'];June 1, 2022;;Love and life in a Mumbai slum inspire an Indian youth's amazing run on a popular TV game show in this 2008 Best Picture Oscar(R) winner.
The 6th Day;2000;PG-13;124 min;['Action', 'Adventure', 'Science Fiction'];June 1, 2022;6.0/10;A helicopter pilot of the future discovers a corporate cloning conspiracy.
The Air Up There;1994;PG;107 min;['Comedy'];June 1, 2022;;A basketball coach travels to Africa to recruit a new star.
The American;2010;R;105 min;['Crime', 'Drama', 'Thriller'];June 1, 2022;;An American assassin hides out in a small Italian town for one last assignment, where he finds unexpected romance.
The Devil Wears Prada;2006;PG-13;110 min;['Comedy', 'Drama'];June 1, 2022;;Meryl Streep and Anne Hathaway star in this film about a college graduate who goes to work for the boss from hell at a fashion magazine.
The Dilemma;2011;PG-13;111 min;['Comedy', 'Drama'];June 1, 2022;;Vince Vaughn lands in increasing amounts of trouble while trying to tell best friend Kevin James that his wife is cheating on him.
The Fifth Element;1997;PG-13;126 min;['Action', 'Adventure', 'Science Fiction'];June 1, 2022;7.5/10;"A cab driver in the 23rd century finds himself battling an evil force during an apocalyptic war as he tries to secure a mysterious ""fifth element."""
The Girl Next Door;2004;R;109 min;['Comedy', 'Romance'];June 1, 2022;;A bookish high-school teen learns a lesson in sexy fun when he falls for a porn star who moves in next door to him.
The Last Tourist;2022;101 min;Genres:;['Documentaries'];June 1, 2022;;Travel is at a tipping point. Forgotten voices reveal the real conditions and consequences of one of the world's most profitable industries.
The Nutty Professor;1996;PG-13;95 min;['Black Stories', 'Comedy'];June 1, 2022;;Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.
The Professional;1994;R;110 min;['Action', 'Adventure', 'Crime'];June 1, 2022;;A professional hit man finds himself the unlikely guardian of a streetwise 12-year-old girl who seeks to learn the trade. Gritty, explosive drama, with Gary Oldman. From the director of La Femme Nikita.
The Smurfs;2011;PG;103 min;['Action', 'Adventure', 'Comedy'];June 1, 2022;;When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours - in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.
The Smurfs 2;2013;PG;90 min;['Adventure', 'Comedy', 'Kids'];June 1, 2022;;The Smurfs team up with their human friends to rescue Smurfette, who has been kidnapped by Gargamel since she knows a secret spell that can turn the evil sorcerer's newest creation into real Smurfs.
The Wedding Planner;2001;PG-13;101 min;['Comedy', 'Romance'];June 1, 2022;5.4/10;A romantic comedy about love, destiny and other events you just can't plan for. Mary Fiore (Lopez) is a wedding planner whose singular dedication to her work has kept her from finding the man of her dreams.
There's Something About Mary;1998;R;119 min;['Comedy', 'Romance'];June 1, 2022;;Thirteen years after literally zipping his chances with his lovely prom date, a good-hearted guy sets out to find her in this hit comedy.
Try Harder!;2021;85 min;Genres:;['Documentaries'];June 1, 2022;;Seniors at one of the best public high schools in the country face the pressure of applying to elite colleges.
Tyler Perry's Meet the Browns;2008;TV-PG;84 min;['Comedy', 'Drama', 'Romance'];June 1, 2022;;Meet the Browns stars Tyler Perry, Angela Bassett. A woman (Angela Bassett) meets her late father's uproarious family for the first time.
Untraceable;2008;R;101 min;['Crime', 'Mystery', 'Thriller'];June 1, 2022;;A grotesque serial killer sadistically murders his victims live on the internet - can an FBI cyber-expert track him down before her friends and family fall into his psychotic sights?
Vacancy;2007;R;85 min;['Horror', 'Thriller'];June 1, 2022;;A couple must escape a motel before they become victims of a slasher film.
Weekend at Bernie's;1989;PG-13;99 min;['Comedy', 'Crime', 'Drama'];June 1, 2022;;Two lowly junior execs make their recently murdered boss look alive during a party-hearty weekend at the beach in this raucous comedy.
When a Stranger Calls;2006;PG-13;87 min;['Drama', 'Horror', 'Thriller'];June 1, 2022;;Fear turns to horror when a 16-year-old babysitter realizes a series of frightening phone calls that threaten the sleeping children are coming from within the house itself.
GameStop: Rise of the Players;2022;R;94 min;['Documentaries'];May 31, 2022;;GAMESTOP: RISE OF THE PLAYERS is the origin story of the GameStop stock market phenomenon, featuring exclusive access to the original players who lit the fuse on a historic amateur investor uprising.
Pistol;2022;1 Season;Genres:;['Drama', 'Music'];May 31, 2022;;A band of spotty, noisy, working-class English kids shake the boring, corrupt Establishment to its core, threaten to bring down the government, and change music and culture forever when they come together to form the Sex Pistols.
Intrigo: Death of an Author;2018;R;106 min;['Crime', 'Drama', 'Horror'];May 29, 2022;5.8/10;In this tense, riveting thriller starring Academy Award winner Ben Kingsley (GANDHI), an author plots the murder of his wife – but her body is never found, and he’s convinced that she’s still alive.
The Requin;2022;R;90 min;['Adventure', 'Horror', 'Thriller'];May 28, 2022;;A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa.
Together as One: Celebrating Asian American, Native Hawaiian and Pacific Islander Heritage – A Soul of a Nation Presentation;2022;;Genres:;['Documentaries'];May 28, 2022;;The network’s first-ever primetime program celebrating diversity and recognizing the accomplishments and contributions of the vibrant Asian American, Native Hawaiian and Pacific Islander community.
Shoresy;2022;1 Season;Genres:;['Comedy', 'Sitcom'];May 27, 2022;;Foul-mouthed, chirp-serving, mother-loving, fan favorite LETTERKENNY character, SHORESY (Jared Keeso) joins the Sudbury Bulldogs of the Northern Ontario Senior Hockey Organization (aka The NOSHO) on a quest to never lose again.
A Taste of Hunger (Eng Dub);2021;103 min;Genres:;['Drama', 'International', 'Romance'];May 26, 2022;;A power couple within the Danish gourmet scene run the popular restaurant Malus in Copenhagen. The couple is willing to sacrifice everything to achieve their dream – getting the coveted Michelin star.
Look at Me: XXXTentacion;2022;TV-MA;113 min;['Black Stories', 'Documentaries', 'Music'];May 26, 2022;;LOOK AT ME gives an inside look at a gifted young rapper’s tumultuous coming-of-age with never-before-seen footage, as XXXTENTACION’s inner circle speaks out for the first time.
MasterChef;2010;TV-PG;12 Seasons;['Cooking & Food', 'Family', 'Lifestyle & Culture'];May 26, 2022;7.3/10;A culinary competition series that searches for the best home cooks in America, and through a series of exciting elimination rounds, will turn one of them into a culinary master.
The Great American Tag Sale With Martha Stewart;2022;TV-PG;1 Season;['Lifestyle & Culture'];May 26, 2022;;Martha Stewart, known for turning everyday living into an art form, is ready to part ways with pieces from her vast collection of furniture, art and housewares.
Dragones: Los nueve reinos;2021;2 Seasons;Genres:;['Kids', 'Latino'];May 25, 2022;;"Ambientada 1300 años después de los acontecimientos de ""Cómo entrenar a tu dragón: Mundo oculto"", nuestra historia tiene lugar en el mundo moderno, donde los dragones son cosas de fantasía, mitos y leyendas. Después de que un cometa casi choca con la Tierra y provoca un gran levantamiento tectónico, creando una inmensa y misteriosa fisura, los científicos acuden de todo el mundo y construyen un centro de investigación de vanguardia. Conoceremos a Tom Kullersen, un niño en busca de aventuras, cuya madre es una de las principales científicas del laboratorio, descubre en secreto que los dragones existen y que en la fisura hay una entrada al Mundo Oculto. Tom establece un vínculo con un dragón minifuria que ha perdido su hogar. Uno por uno, otros tres adolescentes se enteran del secreto de Tom y crean un vínculo con sus propios dragones, formando un nuevo grupo de jinetes de dragón. La primera temporada nos presenta este nuevo mundo, los personajes y un nuevo equipo de dragones héroes. Los jinetes harán sorprendentes descubrimientos sobre los dragones y su mundo, y jurarán guardar el secreto de su existencia de aquellos que en la superficie quieran hacerles daño."
Oussekine (English Dub);2022;1 Season;Genres:;['Drama', 'International'];May 25, 2022;;"On the night of December 5, 1986, 22-year-old Malik Oussekine is beaten to death by the police. The State machine steps into gear, led by Robert Pandraud. The Oussekine family quickly realize that they will have to fight for justice and expose the truth. ""Oussekine"" is a four-episode miniseries about the Oussekine family’s struggle. It goes back through the events, shows their hopes and disillusions and paints the portrait of a country in turmoil."
985 Days: The Trevor Reed Interview;2022;;Genres:;['News'];May 24, 2022;;Just weeks after his release, former U.S. Marine Trevor Reed speaks to ABC News' Patrick Reevell about his struggle to be freed from Russian detention and the ongoing efforts to free other Americans.
American Underdog;2021;PG;112 min;['Drama'];May 24, 2022;;In this inspirational true story, Kurt Warner goes from stocking shelves at a supermarket to become a legendary two-time NFL MVP, Super Bowl MVP, and Hall of Fame quarterback.
Beat Shazam;2017;TV-PG;2 Seasons;['Family', 'Game Shows', 'Music'];May 24, 2022;6.1/10;Grammy-, Golden Globe- and Academy Award-winning actor and musician Jamie Foxx (“Ray,” “Django Unchained”) is set to host BEAT SHAZAM, a unique and interactive game show in which teams of two race against the clock and each other as they attempt to identify the biggest hit songs of all time. In the end, the team with the highest score will outlast the competition and go against Shazam, the world’s most popular song identification app, for the chance to win a cash prize. Executive-produced by Mark Burnett (“Survivor,” “The Voice”) and Jeff Apploff (“Don’t Forget the Lyrics!”), the straight-to-series order is scheduled to premiere in Summer 2017 on FOX. Foxx also will serve as an executive producer.
Don't Forget the Lyrics!;2022;TV-PG;1 Season;['Game Shows', 'Music'];May 24, 2022;;Niecy Nash hosts the all-new version of the popular game show DON’T FORGET THE LYRICS!, challenging contestants’ musical memory, as they get one song closer to winning $1 million if they DON’T FORGET THE LYRICS!
Keeper of the Ashes: The Oklahoma Girl Scout Murders;2022;1 Season;Genres:;['News'];May 24, 2022;;Award-winning actress and singer Kristin Chenoweth returns to her hometown to investigate Oklahoma’s most infamous murders. Keeper of the Ashes is the true story of three young Oklahoma girls, found murdered after their first night at sleep-away camp. The tragedy, as well as the manhunt and trial of their suspected killer, captivated the nation in the summer of 1977. But decades later, uncertainties surrounding the case continue to haunt the Tulsa community, local law enforcement, and the victims’ families.
227;2008;TV-G;5 Seasons;['Black Stories', 'Comedy', 'Sitcom'];May 23, 2022;;Marla Gibbs stars as a sharp-witted housewife who finds herself mixed up in the lives of her eccentric fellow tenants in her apartment complex.
NFTs: Enter the Metaverse;2022;;Genres:;['Documentaries'];May 22, 2022;;Chronicling the rise of NFTs, the crypto-rich and the blockchain technology paving the way to a metaverse future, featuring Mark Cuban, Rebecca Jarvis and more.
The New York Times Presents;2020;TV-MA;2 Seasons;['News'];May 21, 2022;6.6/10;The New York Times Presents is a series of standalone documentaries representing the unparalleled journalism and insight of The New York Times, bringing viewers close to the essential stories of our time.
President;2021;134 min;Genres:;['Documentaries'];May 20, 2022;;A young and charismatic leader takes on the corrupt ruling party in Zimbabwe’s 2018 presidential election.
Skin Can Breathe;2022;TV-14;;['Drama', 'LGBTQ+'];May 20, 2022;;While living in America, a Cambodian teenager finds home inside the water of his high school pool.
The Valet;2022;TV-14;0 min;['Comedy', 'Romance'];May 20, 2022;;Valet Parking attendant Antonio accidentally appears in a paparazzi photo with movie star Olivia and her married lover, posing as a PR Disaster, he is enlisted and reluctantly agrees to pose as her boyfriend as a cover-up.
McEnroe vs. McEnroe;2022;;Genres:;['Sports'];May 19, 2022;;A tennis match featuring a real person versus a virtual player - both being a version of tennis player, John McEnroe. In the match, the real McEnroe will face off against his ultimate opponent-his younger self.
So You Think You Can Dance;2005;TV-14;1 Season;['Family', 'Lifestyle & Culture', 'Reality'];May 19, 2022;;A dance competition that features skilled dancers showcasing their talents in various dance styles. Alongside returning host Cat Deeley, this season features a new judging panel – Stephen “tWitch” Boss, Matthew Morrison and JoJo Siwa.
The Deep End;2022;TV-14;1 Season;['Documentaries'];May 19, 2022;;A look inside the world of one of today's most controversial spiritual teachers and her dedicated followers.
Demons;2009;1 Season;Genres:;['Drama'];May 18, 2022;;A teen who discovers he's a descendant of legendary vampire slayer Van Helsing takes up his destiny to seek out and destroy vampires.
Helix;2013;TV-MA;2 Seasons;['Action', 'Adventure', 'Drama'];May 18, 2022;;The series follows a team of scientists from the Centers for Disease Control who travel to a research facility in the Arctic to investigate a potential outbreak of disease. While there, they find themselves stuck in a life-or-death situation that could decide the fate of the future of mankind.
Buying the View;2017;TV-PG;1 Season;['Lifestyle & Culture', 'Reality'];May 17, 2022;;Majestic mountain ranges, sprawling beaches and glittering urban skylines - this is house hunting where the views seal the deal. Buying The View explores luxury listings in Miami, Manhattan, Toronto, Niagara, Muskoka, Vancouver and Whistler with views that will take your breath away.
PGA Championship;2022;;Genres:;['Sports'];May 17, 2022;;Coverage from the PGA Championship.
Poisoned: America's Fentanyl Crisis;2022;;Genres:;['Documentaries'];May 17, 2022;;America’s illicit drugs are being laced with one of the deadliest opioids ever created, killing in record numbers. ABC’s Bob Woodruff travels across a nation in crisis to uncover the epidemic of fentanyl poisoning.
Under the Eiffel Tower;2018;87 min;Genres:;['Comedy', 'Romance'];May 17, 2022;;A sudden job loss sets a life crisis in motion for a middle-aged bourbon salesman (Matt Walsh). On his journey across the French countryside, a possible new romance blooms with a charming vineyard owner (Judith Godrèche).
Queen Sugar;2016;TV-14;6 Seasons;['Black Stories', 'Drama'];May 16, 2022;7.4/10;Produced by Oprah Winfrey, award-winning filmmaker Ava DuVernay (Selma), and Melissa Carter, Queen Sugar chronicles the lives and loves of the estranged Bordelon siblings in Saint Josephine, Louisiana. Reunited by a family tragedy, the Bordelons must navigate their complicated lives in order to run an ailing sugarcane farm.
The Fabulous Filipino Brothers;2021;99 min;Genres:;['Comedy', 'Romance'];May 16, 2022;;From Nor-Cal to The Philippines, four brothers confront their issues with love, family, and culture, surrounding a highly controversial Filipino wedding. Told in four vignettes with cockfights, adultery, romance, food, and family.
The Tiger Rising;2022;PG;103 min;['Adventure', 'Drama'];May 16, 2022;;A 10-year old boy who's recently lost his mother discovers how to conquer his fear and pain through the power of his imagination, the help of a feisty new girl at school, a simple yet mysterious hotel maid, and a 300 pound tiger he finds in the woods.
All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding;2021;89 min;Genres:;['Black Stories', 'Documentaries', 'Music'];May 15, 2022;;In the late '80s and early '90s, two vibrant subcultures, skateboarding and hip hop, collided in downtown New York City.
Conversations with Friends;2022;1 Season;Genres:;['Drama'];May 15, 2022;;Conversations with Friends follows Frances (Alison Oliver), a 21-year-old college student, as she navigates a series of relationships that force her to confront her own vulnerabilities for the first time.
Dior and I;2015;R;90 min;['Documentaries'];May 15, 2022;;Dior and I brings the viewer inside the storied world of the Christian Dior fashion house with a privileged, behind-the-scenes look at the creation of Raf Simons’ first haute couture collection as its new artistic director.
Dramarama;2020;91 min;Genres:;['Comedy', 'Drama', 'LGBTQ+'];May 15, 2022;;It’s 1994 and a group of high school drama nerds are throwing their last murder mystery slumber party. Before they leave for college, Gene wants to come out of the closet, but is terrified of what his sheltered friends might think.
Elena Undone;2010;111 min;Genres:;['Drama', 'LGBTQ+', 'Romance'];May 15, 2022; ;Fate brings two diversely different women together, and sets them on a collision course that will shatter their preconceived notions about love, life and the power of one's soul
Enron: The Smartest Guys in the Room;2005;109 min;Genres:;['Documentaries'];May 15, 2022;;Alex Gibney examines the rise and fall of an infamous corporate juggernaut.
Free Fall;2013;101 min;Genres:;['Action', 'Adventure', 'Drama'];May 15, 2022; ;It’s been called the German Brokeback Mountain for its portrayal of forbidden love between two police cadets as previously heterosexual Marc (Hanno Koffler) and fellow male cop Kay (Max Riemelt) embark on an unexpected life-changing affair.
Hurricane Bianca;2016;85 min;Genres:;['Comedy'];May 15, 2022; ;A teacher from New York moves to a small town in Texas and is quickly fired for being gay. He soon returns dressed as a mean lady to get revenge on the nasty townspeople.
Pit Stop;2013;81 min;Genres:;['Drama', 'LGBTQ+'];May 15, 2022; ;In this perfectly crafted American drama, openly gay Ernesto and closeted Gabe grapple with the trials and tribulations of being gay in a small, working-class Texas town.
Showtime Championship Boxing: Butaev vs. Stanionis (R);2022;;Genres:;['Sports'];May 15, 2022;;147-lb titleholder Radzhab Butaev versus Eimantas Stanionis. REPLAY
Sordid Lives;2000;R;111 min;['Comedy', 'LGBTQ+'];May 15, 2022;6.5/10;In this cult classic comedy from writer-director Del Shores, a gay West Hollywood actor returns home to his small Texas town for his grandmother’s funeral.
The Brass Teapot;2012;R;101 min;['Comedy'];May 15, 2022;;After finding a mysterious brass teapot, a young, broke married couple must decide how far they will go to fulfill their dreams of wealth.
The Cleaner;2021;93 min;Genres:;['Crime', 'Drama', 'Mystery'];May 15, 2022;;When middle-aged house cleaner Buck Enderly takes on an eccentric new client, he gets roped into locating her estranged son. Buck tracks down the disturbed young man but in another twist of fate becomes an accomplice to a violent crime.
The Etruscan Smile;2018;R;107 min;['Drama'];May 15, 2022;;A rugged old Scotsman reluctantly leaves his isolated island for San Francisco to seek medical treatment. Moving in with his estranged son, his life will be unexpectedly transformed by a baby grandson and a beautiful woman.
The Mountain Between Us;2017;PG-13;112 min;['Adventure', 'Drama', 'Romance'];May 15, 2022;;Two strangers embark on a harrowing journey across the wilderness after their plane crashes in a remote mountain area.
We the Animals;2018;R;93 min;['Drama', 'LGBTQ+'];May 15, 2022;;Three brothers tear their way through childhood, pushing against their parents’ volatile love. While the older brothers take cues from their unpredictable father, Jonah, the youngest, increasingly embraces an imagined world all his own.
BELLATOR MMA 277: McKee vs. Pitbull 2 (R);2022;;Genres:;['Sports'];May 14, 2022;;A.J. McKee vs. Patricio Pitbull in anticipated rematch. REPLAY
The Capote Tapes;2019;98 min;Genres:;['Documentaries'];May 14, 2022;;The rise and fall of Truman Capote, the iconic writer of Breakfast at Tiffany’s and In Cold Blood.
Not Going Quietly;2021;NOT RATED;96 min;['Documentaries'];May 13, 2022;;Ady Barkan’s life is upended when he is diagnosed with ALS, but a confrontation with a powerful senator catapults him to national fame and ignites a once-in-a-generation political movement.
Silverpoint;2022;1 Season;Genres:;['Kids'];May 13, 2022;;In 1997 four kids vanish in the woods. 23 years later, one boy aims to find out what happened. As an adventure camp, Silverpoint aims to help teens relate to the real world, develop friendships...and press the ‘off’ switch from time to time. In reality, it's a melting pot of kids from the city stuck in the middle of the woods and way out of their comfort zone. And this is how Louis, Meg, Kaz and Glen come to find themselves stripped of their online worlds and bonding over colour wars and raft building. It’s back to basics. A digital detox. But on their second day, in the middle of the night, the four of them stumble upon something buried in the woods…something impossible…that will send their lives and the world around them spiralling out of control.
The Orphans of COVID: America's Hidden Toll;2022;;Genres:;['News'];May 13, 2022;;ABC News Anchor David Muir reports on the more than 250,000 children who have lost parents or caregivers to COVID-19 – their challenges, their triumphs, and the way they keep the memories alive.
A Cops and Robbers Story;2020;NOT RATED;84 min;['Documentaries'];May 12, 2022;;A New York City police officer’s career is threatened by revelations about his former life as a gang member.
Premier Lacrosse League;2019;;Genres:;['Sports'];May 11, 2022;;The world's best lacrosse players compete.
